,0
b92e89d105e0a6e09e5984879c4c7809,1861.0
c8534dd3da1e5a3b25730b64067150d0,1784.0
f16a387e898dbae6432b2ed0241120bd,1740.0
0741ae033054073fece98b9948ec4387,1706.0
419b7876de7a4c8237d61c5e434432e6,1665.0
15642f35883c83d2d6737e5b27939497,1662.0
97eed9c6e2ca12ebe4e51ef7dd288730,1657.0
9c8c859cd4fb637765e3a24c224535a3,1645.0
104cff7c32741b38a7c89d954d4eb8d3,1642.0
71fa1722365d52769d5d11529fabd7be,1621.0
b0f7f1b13fa94991ab5378bd74d8ce1c,1620.0
c0ec9b425614614ead8ba36d49b212b8,1596.0
1575e4b55b40f18f6aa70079b4f1cf2f,1590.0
b815913c61abb4a540babe5c3fae17e7,1582.0
3ae3e825c5e3862af6c17798e2b40a37,1564.0
24dfe6a7325e4f2be7dbd522ef613e42,1536.0
29a92aecac56c855cbfc0debf9bda0c8,1503.0
94c5ef91431ab9b4fff66c9c1e84b919,1501.0
9e3a1ffafe7d38bb1d2e863fed3156a7,1463.0
64bea8b4a518443365dfe6907a1aa9bb,1443.0
5437cb1c86c72638cbbc12896f88d1b1,1416.0
4bc9d73405700ccc41d82dd3dce45bc9,1415.0
2e55763e77234a7bfc3a311067a0c7e1,1404.0
94ca1389331a3a9230237844cfd545f6,1396.0
9c6b4f83513e63a49ce33a8aeb1813ad,1392.0
eec5fad9f9f90c2052e346cca3f553f7,1380.0
dd9d9aad1de9345686f5cc614c5616db,1341.0
9dc8ab2804c20d9b777fb4d03267664f,1290.0
9eed913d18571644cd5d0e4b002c7a73,1280.0
95755a716560fdb802c11f4db63bf62d,1207.0
19ea8fd5aafc30606c464efc3419e5ce,1200.0
245178d23af8d8cbae4d4e3e7621a160,1188.0
87899779aec8d38dfaf48d895cfe8021,1161.0
0847f74b1df2cf9b558a1b421d87fb85,1159.0
e1d70dd0e085b3aa9c02a17106a40328,1154.0
136e9f5aa470119165e59d202fdb318c,1150.0
8163d49042bbad8871a7aab8527c9a97,1142.0
5ed3286277ae7a7e78d54d53193d4e2e,1122.0
f4a6ece1d07244e26737262a4e3ada06,1120.0
5df503c1ddf8f3f4ac9e49e983e3d7fd,1103.0
e43990d216e916faf90d8c22429418ad,1047.0
86ecf5fdfcc9d5b4388556058f0f1df5,1038.0
0f55566622d8244073432b2e67b24baa,1021.0
ac90ac09286fc7803758751f3c1d8cc7,963.0
c7ec57695a6d83b461eba523752755ec,960.0
e955bf21b739f89bf2d58f941b57ef24,952.0
56069906ddf132f7d2f645ee74b03568,945.0
f023384b8f989d014dd2ead7f10db307,938.0
26133b4163fdcd22d86f4e04e74154f1,936.0
c8cf30d8fcbdd8f67495eb1c013895d2,915.0
5c541619c0a084c6609e071895d9de55,896.0
a5df9a825c3d8eeb228a6781c3db134c,894.0
c2cf7062f6148ce018dfe4818b4a9043,881.0
c1ccebcca099b11c2b153f9f29cc927b,868.0
7fbb3b03f5cd91fdd1273d6a1d1faa8e,868.0
b8817857eacc4c57ffdaa9e0fa827a18,864.0
fb10ecc69223c9b87402d0c62443b41c,850.0
c5f9b3424063f4661b91e1f5d366d106,833.0
0b997a701f9f0c080ba9d77ee7b16b74,821.0
cb62a4d6222171d4c9b8b0b1de7662bf,821.0
0b5e7496fb606c7692d1467cf1c5b606,818.0
30faafef155964edd9db9374f36c45bf,810.0
956d0a6f5a8e1d2fbb39df909cc14894,805.0
3111520c8424a2a5bdd46558ae7650e8,802.0
2d3952bbce632221eb8fe711301f8a7f,784.0
84dfcf63b954de547792fd7c08224863,778.0
3d6f762d8cda1915ad93d014e391c118,770.0
61cb4302d335a976ab3a7d6174107a76,753.0
c41cb0bdfca96df418d4c41d5800c2f3,736.0
ad455c071ee9c40068a418ad6b0cf45b,736.0
ca641b1df54a4bf2083e50cd45dee950,725.0
7a5d5e6f85da7ca91daa2d803e8f9279,721.0
75280d57efa4652f09b94718ee7c8f35,714.0
1bf9d2a8158ed64e5ad0d650cc8e6e43,708.0
84755bc954af6d3b39bb4c369e5992e7,704.0
a29da9b740fcd1afc148247e38b10b03,703.0
43512a0fd36c07d6e399a2b81d936212,698.0
67f9c74eeea5a4609bd1d2fab66ad3cc,693.0
3af9aa72b9f1559e908cf273c90287b4,693.0
513de43781dc4c2831eb83b23940d66b,692.0
4d24ec729948811a693b8df48be743d1,690.0
1e5397e363eada4037623556442aebcb,685.0
e50cb08cdaf0bf66a982630eb438a8dc,672.0
0c4aa98a524029245463d479af14357d,659.0
ff3de737f93b5a25f8a7f3d46e811825,656.0
34ff253cef3eb3010cba579a8c196783,654.0
ad8663cf43e2f46b4bb267191ac4adaa,651.0
a4c27a77559e7b92301132ade36ccb8d,648.0
fa0d9d235c64b0491cf0dcc19e55b6cd,647.0
f1d63da515a0c96eb9f7af5de75655bb,645.0
9ecda5d33e27c149a40d42d6a84d0a3a,640.0
fcfcb4204f09e8a9e9873827a05c9a34,637.0
eb49475f058cabcee601073f0da65a97,634.0
f0555e56e6805983fc8c753061480ee2,634.0
88e06a6c4fd6a4df39523abd73d71247,634.0
f4eefbd4edf2a372131825289fffcca6,632.0
f6107747e342875ae8dc60e6fb34b421,630.0
74f76a680c3f0422cb2312a3826d833f,630.0
00a7a95dba414b83bf20dea8947e160d,630.0
4738be7d8c45e8c46254d050679f3d34,626.0
3597a2689efaf5525ce460494a8ac383,616.0
5decdad9c550489629ce441d32a69a1c,614.0
e9789fd6c378cece5d4e009bb42c985a,608.0
c5e51b54657b4087777c84c1fe81cb25,601.0
e6acdc137399e401b548d7f379af59c8,594.0
55937e5781c91185e27a91216008e4ca,589.0
b8b4e8e1275406b0d383bd1339ba008f,585.0
88ab8312a1140d027d6b0836c603b291,583.0
fc1f49989e78fa71bc6404ff2a148576,562.0
0f881c4280fc9bc25789db570c6953fa,550.0
71ac23a4e86dc4bda600f5cd6ff0e985,546.0
74c2326ccd0bc2bd9e0f23f15b79ea16,543.0
beb16aa26f8441a5d3ec6246e8e1f2f4,538.0
487e50d33ab9f8d4b7c1a8bf6c6c21f9,537.0
53cf3b817492c1893be59208c0e3b916,537.0
8b5fee257369c31a18926c1f40a8f8ec,534.0
d72658480cb7ff1bf9ef2323352f701b,529.0
b2d056fa113334bd2797397b162c6ac9,529.0
5b0d05bbabfe1b60b77dd4430eaebb1c,529.0
0ecdd9836328e85638296341395c5e8c,528.0
412d6626d38410f44e40f9b686e0d83f,523.0
6930dbee65d14f114323f50822f8cd3d,517.0
d51cd90e95b57acb614698dc580759fb,517.0
fb4f7d9d3f91ac2f22a542fbd13019c1,510.0
223141c110542072770a404bd96fcbc7,509.0
d8db52dac1023a8fa0e56e92670d7ac1,502.0
a0556fe2daec24774a52f3eb2ce640ff,491.0
ce5a9464c7afa3c2b0f4b6c6f7b8e49d,482.0
28ce6cea0d97267bfc9da321ddf36420,473.0
85a7d5399dae8e8a6086ff67f9b3d273,465.0
7e4d5b19d3213719048fe55dfad0da3a,458.0
6372f8363ffd11175e6f0f0b9788d630,454.0
3954ee3d59b90dd9883117947da08673,454.0
ffe78950b16cb81674e97fb6c48674da,454.0
8dca8e3ad38315877ff198e9f9c3e3be,453.0
7f0541f9fa673ea253cc6ffdc82275d9,452.0
0dfff0b1a35f915c2b6811d8bd11b6c5,450.0
3add7df323955b22d1cea664ef38165d,445.0
a18690005298e5e6624cd4bf563d4b48,442.0
33176e81f3e7ef2b9de1b783ff1ca33c,438.0
edacf632dcadc21c328669befafe2af6,437.0
5cb6f9a74015e3da39a9609e96e37ebf,436.0
047b7fb62a5e9d2711e639ae1cb1519a,429.0
81462c11a4da3610a633605788dc213f,425.0
aed55e21a8ab7b33d80aac2beed3aaa8,420.0
1f01bb6f15cf85420688b481c89042b4,419.0
796c74bb55117ef6c63d18df09241038,416.0
71652982f3d276ab8255d249a5bc3ab4,415.0
800a4734cd0d7ce4e7e6a5b94935d422,412.0
53bb77e358ecb4c43902f071bcc3729a,406.0
728a71f761e0b63d5c70226ee7a14109,401.0
c02f02d9156173a717ba5acc65d9bc3a,399.0
1d2e5f3444ca750c85302ceee2473331,398.0
e387de878ce32358cb95fe4597c44c25,396.0
41196521daf332caf4d69afa617b155f,396.0
467e6076c7e1448aa54cdd035cd2da5e,394.0
160f85c7cb184e6a60645a23f1c615b1,389.0
eb06ad5a9cb6d5a5e46c4e0d9f364c74,388.0
34e40677eda6fb724e9323b0835d5ab0,387.0
9f80e84bb24b914053824a9d300dc4d8,385.0
438b8e07867a95e6a854880b8687d56e,382.0
5565f6a78d5ed4127ac88a50b7ddc5aa,377.0
734f97dfe7d58109345c1f09c87accc3,376.0
1e1e0cca52fab68a8c7ba5256aeadd6d,368.0
84527e6fd16cd72b72cfe68b3c4fba07,366.0
167baae5fe04a754df7eb073c07adaa7,366.0
91d0b3b7c0329b9a164b6e04a181f1d6,365.0
773d8856ea045372c50f242386c910a6,362.0
c9873215fb3595dfd20fddbcb1a32405,353.0
197f5f4fc7a3e8fd8124341c1bc55ce3,348.0
841988385eb29cc39bd4271de0e2b393,344.0
73442adfcfc0c06392bd01e3ed023b63,343.0
68954a8c5e94805dec894bd91b605296,340.0
3c4c874d0f45e08f12a8c50d7d669ad5,330.0
739074b6b14dadfe0a6059c0c6fee4c9,329.0
66f717e7362a970800af6005c309f2d4,328.0
75c9a9e49cb836186e3830097ebade4d,327.0
de531833bcc29b7caa5e300573bd766d,323.0
8fdf42d4246653c851d6007f5747a6e1,320.0
41d7883ce618b3e27cc783e5707c33af,317.0
ffb2c0ff6c91108131eb52a1667505c4,314.0
2125d4e23bc45b95cec4fcccbe258c64,312.0
cec32a931e3d1177c92b9fe45c2e3fab,312.0
a0b0961c7ba318abff3e5a93f09f495e,310.0
f0a1da8103ce5818d3c2f478640bd217,307.0
db8101988a872d94905eedad619b16f9,307.0
1548c213c13091c6c6124c4e90d052c4,303.0
868a4fe285b85fa1b8eb40071d5397be,300.0
cbe4adb0b3d0eaba5eb5ddf76a84119a,298.0
7fcc570944f76ecd7c3456ceb5d23b2c,297.0
f36473546778e49c65a7ea7bfee7796b,293.0
06c3b8c72269d783e9d96b6e71d7469d,292.0
28958903557a2dae2d3eae079875f9ab,289.0
e67bf62d062e2815ff89aa601f5d7493,287.0
58fd5bd1d9709e0dd7c5134f16dcfad2,286.0
d7d3ae2fb3505e7d0a8065e7926f0b66,283.0
5485189599afd8e069da261b03c2f660,280.0
819050294a3897fb43803078cacdcf74,280.0
399add807c552d221ceba2f6e2f947d0,279.0
42f7a4caf54667a21b5de3b888213935,277.0
adfdc4fc737f8250da6a43dc1c20f9fc,275.0
7159f191ff1f934baa5d37a8ca1d6bb4,274.0
f574b2fdafeb18b81620f4b6e8119dd7,273.0
abae3f75523b156cc781e4c693d61f45,272.0
b383ade799e9c83c649cec37705a251d,269.0
9d0aaa1d0515117cd716ad1f71e430a9,267.0
02ef9a59d6da8b642271166d3ffd1b52,264.0
eea849cdbe1cb764b8af85a9b9e7475c,264.0
07793d27d9e48853e67b60577739e8cc,264.0
7fe8a14acb229f37dc83d998b55a339e,262.0
0491f07ad5120fd41c4aa08bd87898f1,258.0
10524fde283c8f73c08cbda63d8ddc52,257.0
5f8e932eeaa2069778948aa5e3dd31d6,256.0
2750a78db7095947f63a10290f156c23,256.0
547f57df9d2a13b8e96fd446a3fa15a7,256.0
3677e15d86603bf0a6bb50f8b010afe7,256.0
160029903cd9c779390f4719179aeea2,256.0
b74087a0da96448245d30d3dbfed2e8e,255.0
175d29ad5bb064dd0ed9c9900b438869,255.0
1076b2b7de5233cc917c9425aa2ea200,252.0
6b4a0a64da52980e7a1b1a770978bb88,252.0
e56851982ec5d304b0a15f436b54981c,248.0
6b9e88f00fc0c43db967975c75e01828,246.0
aa9f89f9af07d53e077462471423f3ab,245.0
24a0106238ca556cb55c2d811295b517,243.0
99bdea90177c51030c07c64507e3e715,243.0
6660d543ba1948b302cb4b78449fd2e3,239.0
78295009d12852e112b5b6e33a8ff931,239.0
aa668eb01ca9dcc59aeb1454b600c8c8,237.0
fe4b6f4c9b17c839f6dceaf104a32d2c,236.0
b6505578c24b4d798f56cb0db48a6078,235.0
6ea7c81d9c84f44613aaa525edb73356,235.0
a9c4fcefb8bd08cb161a2db9e9e0e50f,233.0
fc45861628edf11f94b24c86eb8c3dae,232.0
ff916a9a81bc71147f408323c3f9554e,230.0
e03276099438328500ccd7af78b771ca,228.0
d83e2b6df0ead9c8174f72e2bb60bf7f,223.0
34ed92fc9d97f1463a9f44f7925304af,222.0
9be7189cdb58f88f761885db4dc70dc4,221.0
1b66464ed0f6fac65a808e06e2c32c3b,216.0
c858bbfef8c1aafb47c7add63f63e0d9,216.0
4b8228f4d7d3809aa6827e8d9e11a9ae,215.0
1d3555302045dd3003246219b12021b8,214.0
ff3df50eea7490dd794148649c480fd3,214.0
54b4964000ad1631e547c46a828ed1a0,214.0
a8afb4f20f9b8b8dc711e0c1be7139d1,213.0
84600fdddceb481beeae3c17ff5e4d9f,212.0
ed7703e03153c147ede20f9f71c3eaa8,211.0
5aecce90cdd26bd48887876acd4d85d7,210.0
23d5296826ac06d63583a7bff37bfd2b,207.0
93c8ab8b5f0751100f69b6a4ae7a982f,206.0
d45b0baa3480b7531849520f9b729e61,204.0
7f2b18b95ab7b349ec24f04e0d1e4611,204.0
f10914cc3bc95fcf29462677c1cbadf8,203.0
ff41ba6970f50b839dd4f3d65504197b,201.0
28560cffcd31045fa07dd88557b43e05,200.0
51757b1a0a985640893725af5d87d350,199.0
818b09ef6bcd074441a2c9a7b0537aff,197.0
145f11599b92ad3a4c93896b0edf8c0c,195.0
919764896275058362e55f0849d2b38b,194.0
88c15130e7b3ba62ec2951add74e3b9d,194.0
caa24af4264a897a19362f3eefe79b66,192.0
2c0ccea9bbd1de9ccf00676485dc370f,191.0
ae5f839e35943a2d8629a79dde4ff01a,190.0
222689ccd1689ff9988b3e5bf25a524e,189.0
8e3c8217a66ccf29505dba2988914b33,188.0
dbaf206140dd1fbc82fdfe090f396917,187.0
e5270df04a26c369ea6ad6be12947a13,186.0
f32674aec6d3fa6a7aa2323cb35699fc,183.0
9b725d1223007c6a55812460c9fdba77,182.0
bc015bdf0d64321ae0c6a0649de061a4,181.0
58782c1033fd8e76991a4fdc6a2f222d,179.0
2bbba7e0342547666ec6d340697c0dc1,179.0
b96793e57343db0cd27d6522529b33bd,178.0
d78aa9faa9f20db55b6b7d4c769cffcd,178.0
6bd57e46e038faafe4bb747e1d494df7,178.0
99084a1b3fecc06e48cb887fb4094615,177.0
e0f5f13f93b02cc5b16195e676ec2218,177.0
d27283862f3fa48132bafdd26888074e,176.0
b57c554ee7975b64c4c9a09230f8c084,174.0
540f9c06b4a666dc756dacc0240afda8,173.0
f93a8d7acd4b52b8bf9c91ebcd75f22d,172.0
93571f3a6fd8af3d5e5e6fe90c3b101e,170.0
82bf035096fb31af611cc4ba17da77ec,170.0
7f3f5aa06d11ba8b4aef3d312a1ca316,169.0
84aae77353a3918666100359e0e495bb,166.0
2b497ee8d2a2ba5c8d8bb33c8ffd6c2d,166.0
c3102144629c6814ad5fb1092afca106,164.0
4b7d7e4094af165cdfc20a829a030722,163.0
30e984d924516867c37da42d64a20108,162.0
a91962fb4dda42f1d01730ccb03b06eb,160.0
d8351e1035746c5a87d00b4e531939d0,160.0
a4291d09771f1d800c6f3f369edd10e3,158.0
53909f322546d569062e672ee998691a,158.0
e80d9134b601511a2702b54268b57249,157.0
7983b177f6024d7934bfd63ce6bb4192,155.0
73985dc99e9554ab70ef62422ef8de50,154.0
1e00822422afb942c9955cd450385a8b,154.0
74e3c763a4cb9fb6d2fb5290418009aa,153.0
49a33f2a3cbe2583ed93581823d8b2e1,153.0
8e4bf152c2dc4bedbdd1d6cbf96fca48,150.0
c4815044cc46bfefcb0607a0d8955d65,149.0
27f95e1362d41f9f7a7d640eedc93923,149.0
1c641843030ced2fde4f322c034167f4,148.0
6befdaf801def0ba5738b7844197446f,146.0
66bba55a43e01d9f807137c1bfc100c4,145.0
48a6cea7eaf29dcb52dc2985933f4249,145.0
2fa276cce32e900f0f68d30e460b8f61,144.0
e73fc2655e1cca4a2b1c419da3630c72,144.0
3d31ee076f9a0d41f5128fd6564287fb,142.0
a09236e74714534c040268c4d3466069,141.0
c1f92f6b547b32b223af16e32fd2e386,139.0
8eab78f919b6b7f77f6ca9fb3e519a7d,139.0
45f1f9810613bb2c9c8a08e9b90c5436,138.0
0cfd76525181d477f5b56fed8b6376b7,137.0
bac16d673009c97b2fcb109c3b3a0a76,136.0
1c63a57437a82b4996b8a1a0ad072d20,136.0
a841dd7e2f38b26bb7bb37179b4141d5,136.0
4a47cd78e62fee6fc349ad00b9998cc8,135.0
610f1ac6240d03956cd833d8d2a5ee9e,135.0
7b858059fcf716133d6e0d06c910bedf,135.0
ef83b45d5ddf3f64a8083df1abcd21d5,134.0
ff4c216ea5532f9eb25adfb50afc613d,133.0
a89b16cbfa8c13ea26d77e017ae1841e,132.0
04c569f2c18c0d6d4c5f0af9651b8b82,131.0
6388de0e050de04ef5f202e61abce956,128.0
4b54ac33a1cbf1ce6c58392af44ccfd4,128.0
3c56b6606f7283c90459fb6d0050c99f,126.0
3820681ecb29bbfac39510855cbb1e5e,126.0
b5b377cee3a0cd6091866ff8a024035f,124.0
766bb19981914f9ed19c2766f53e19c9,124.0
ebe90a60ae29b644cc0903bff4282916,124.0
709f1bd023ad32b2d15cf493f614e032,124.0
34f493c9b3b75210406fecac2dba0f22,123.0
bc9ccc085e2c676b82f104317d4a48ae,122.0
9a31fedca54d9852fcbf953eb959e462,122.0
4c3981632bd7cfc4a8e2836f51155557,121.0
db1b874b93043a99109d13af1f76cee9,120.0
d4ee6a7e67bd087b4e9f78e28c50312c,119.0
0069f368a403cfe3f6f488a8afd21975,118.0
0da9f48251f3d467117e3af6785189d4,116.0
37d840df5aa3d7a6104f01c4d8a22da6,116.0
a5253c22b92be568fbe5a7cf7d41ec50,116.0
b74fd169ebc186e04285a923f6f7976e,115.0
ec368b2bd95481a9666fe562b636e0b5,115.0
3403af700cbb870e420743b3ff50624a,115.0
0b62d28082974c0440881930c6c142ff,114.0
f908d554fc6eeb9fef7a7028fa791475,114.0
76d2032108822bcfaa90a4873f7a51aa,114.0
0fd5aad261cf5c60d823ea888e02cee5,113.0
3e5c9ad1cd4e545ea4690acad80f267f,112.0
1386c58ecc025b685ca9286295a8805b,112.0
21a6c1f6c875ff83464130ad15d89d51,112.0
2e22385d36a19fc968ea24968bd12821,112.0
5c658fb68b552aa1853e53518970fd60,112.0
452666cea208f6e5cce179415d963c59,110.0
8fc738f42a9f3c9be9d08861085b0817,109.0
eddb56ee746785215659208ef1ff5720,109.0
5f7041d903cc13e2d0b4b10bd35da351,109.0
e478ee2948ff231ffc275edd35f4ac70,109.0
1bc5b2ed52b079cfd6f50cb33d02cd70,109.0
576c21cbf91dfe6adea60e6c29eac64f,108.0
f30da3389288f2bf87e63b98ea56c10b,108.0
cd7fdcb93d172de0e01fea671b0638dd,107.0
c9f39797cb3a4fb3f649c768822a8830,107.0
a0f52675d97e4f4232f60dc2a0fe0f49,106.0
984e3144800fd94e0a7e5e0d170bfbf0,106.0
5beb76b0d6631d10fc820c2d128d4cb6,104.0
4674aa2410b577dafc4d33a9f8c45d8b,104.0
63145f49e7efc26729094a53d97c0cd1,101.0
c82814a01be6c5182f2afe1bf38bb38b,101.0
5c4a044afe28e747a78f014bd33bf1e4,101.0
c6bf751319f6248b67f7d7c068689178,100.0
c62b68b58727e4982de086cc72febad0,100.0
e9e64d62afefaf99b18721ab3c33b8cb,99.0
0d30495860e81335d4d03acde645e7d8,99.0
08d85592916eb92473775fef711dbafc,98.0
d609990f43dc6e07b0ad7d6ca21f200a,98.0
7c57afe3b6b21af9d22cea9e92af463b,98.0
4990762bde17d001aacc641ea0175c65,98.0
bf9f9ca6bd7f05400ab46e055eed43c4,97.0
81cf2eb4d87ec3ccd58ffa03e40ed2a0,97.0
3c228983c56c62b85eb2a09eb5249ce0,97.0
a6edd1ae2110e65fb08bb2775297f4dc,97.0
b9f072f0c24eb46d864210e0143760e7,96.0
3ef461f213bfc675ddf0b1bfeef2dc52,95.0
a224aa22a61e6aae64e1aadfc0e299f7,94.0
55d9788a05a9225b66e8ea50ff5d8513,93.0
a966bd67adc24f65fb7d78b5368cf194,93.0
eee1653f127a1219f17091d199494c03,92.0
43a9c44adeac51fd3ab95081da56d02d,92.0
23190caba6f0303a1a6fafaf413d208d,92.0
3092ac286b38a3bae7e6daab15ba0a61,91.0
b959e18a9dba665d57dafd5a5cc8b4d2,91.0
636c27859c1ac0a7994ca8ed145d03fe,88.0
6947482448defa5852dc1c66efb21bba,88.0
dcec90ec4f1782951e982e0bed792423,88.0
0bce45c36192b5e0643e89b956bc0ce4,88.0
ca389967f0fa750e94edce7c53f8f474,88.0
c7396545aa822fe28a49f277393843ee,87.0
61f9745565b0fa8c3d3f827994999416,86.0
dcfe9d34b877a7593021a430391c7716,86.0
2ce0fa88ec7cfdda2eeb0698cdad47e8,86.0
e328dc0c425cc7a4da0b752c153d11ac,85.0
40352fe774dc5ae2318afbab8a14ba01,85.0
46df7b5a60d5558bfc2422ff98f9f4f7,85.0
92e0ef1b97387503c193b0a07728a432,85.0
d8762125ccbd01312a81117f68ed2948,85.0
d091be3309df3b6623642eaf88c8ffaf,85.0
1703ec3db5dbf029e97d496969d74b11,84.0
d48958958a57a53fb8e924e94b56dbbe,84.0
572a83a4afe105f3a16121277996d51a,84.0
720f2d3cbddf8c8feec6add1ccf7a89e,83.0
a82b39a981da0bcf88b99c70148003a7,83.0
f5bc6bd2856a75e4d0d95324ec513e8f,83.0
9f718b8f66b79c3de80546ca9a54539c,82.0
9db05c34d9e2e705d822e383a0125ba9,82.0
2abc4e92fc7e4b2894f0bc1e46df6d69,82.0
001196160611cf677b4f789fcda61415,82.0
dc4a20efc07c08988f80d9c5bb67f410,81.0
87e9e2df68218cb5834fb1f9182c37c3,81.0
e5cb8c2bc5335d60a8f0e231baa6bb89,81.0
b30c0c3cfefb6bb5942ffe16f3055a5c,79.0
52d3be1e7eb1bae81e6b69b4fa4e7b66,79.0
189158c0a75dbb771186d79321ff7731,79.0
e7c8b8c8fced8eead4b767bffe6dd544,79.0
da4bdc1622dd7300958de321fef11560,79.0
aa92dfb9795a5428272062f47ad6516d,78.0
6caa65b29793d995d0fc658fdd41e5d4,78.0
6e6778b1f94a1eb5519f7dbb9f96c9cb,78.0
87ae9927d264e7b45024e49f8193982c,78.0
053bfa50e8da67a81c437526f87b51c2,78.0
f1ff7e191f79dd94e9ae0efb19bef380,78.0
a9bc030ed84fcaeab38d22ce7947db9a,78.0
ebe0e9790089ad4f40151cb4a3231a8f,77.0
591e975fcda52c957572b65c3b6b661d,77.0
d057c881d931baa475ee3d5e12c18610,76.0
c1196648ab121bfeb347e79a3ac5d9b1,75.0
